X,Y,State Code,County Code,Site Num,Parameter Code,POC,Datum,Parameter Name,Sample Duration,Pollutant Standard,Metric Used,Method Name,Year,Units of Measure,Event Type,Observation Count,Observation Percent,Completeness Indicator,Valid Day Count,Required Day Count,Exceptional Data Count,Null Data Count,Primary Exceedance Count,Secondary Exceedance Count,Certification Indicator,Num Obs Below MDL,Arithmetic Mean,Arithmetic Standard Dev,1st Max Value,1st Max DateTime,2nd Max Value,2nd Max DateTime,3rd Max Value,3rd Max DateTime,4th Max Value,4th Max DateTime,1st Max Non Overlapping Value,1st NO Max DateTime,2nd Max Non Overlapping Value,2nd NO Max DateTime,99th Percentile,98th Percentile,95th Percentile,90th Percentile,75th Percentile,50th Percentile,10th Percentile,Local Site Name,Address,State Name,County Name,City Name,CBSA Name,Date of Last Change
-121.784217,37.687526,"06","001","0007",88101,3,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,221,61,N,221,365,0,0,0,0,Certification not required,0,7.208597,3.98636,24,2022/01/16 00:00:00+00,20,2022/02/04 00:00:00+00,19.5,2022/01/13 00:00:00+00,18.7,2022/02/12 00:00:00+00,,,,,19.5,18.4,15,12.7,9,6.1,3.2,Livermore,793 Rincon Ave.,California,Alameda,Livermore,"San Francisco-Oakland-Hayward, CA",2022/10/18
-122.169935,37.743065,"06","001","0009",88101,3,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,243,67,N,243,365,0,0,0,0,Certification not required,0,7.94321,4.267151,25.3,2022/07/04 00:00:00+00,23.9,2022/01/13 00:00:00+00,20.5,2022/02/05 00:00:00+00,20.3,2022/02/04 00:00:00+00,,,,,20.5,18.8,16.1,13.7,10.5,7,3.6,Oakland,9925 International Blvd,California,Alameda,Oakland,"San Francisco-Oakland-Hayward, CA",2022/10/18
-122.282347,37.814781,"06","001","0011",88101,3,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,242,66,N,242,365,0,0,0,0,Certification not required,0,7.466529,5.067756,28.1,2022/01/13 00:00:00+00,25,2022/02/05 00:00:00+00,24.1,2022/01/12 00:00:00+00,21.7,2022/02/04 00:00:00+00,,,,,24.1,20.5,17.3,14.1,10.5,6.4,2.2,Oakland West,1100 21st Street,California,Alameda,Oakland,"San Francisco-Oakland-Hayward, CA",2022/10/18
-122.263376,37.793624,"06","001","0012",88101,3,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,241,66,N,241,365,0,0,0,0,Certification not required,0,8.694191,4.569041,27.1,2022/01/13 00:00:00+00,24.6,2022/01/12 00:00:00+00,22.4,2022/02/05 00:00:00+00,22,2022/02/04 00:00:00+00,,,,,22.4,21,16.7,14.7,12.1,7.7,3.8,Laney College,Laney College Eighth St. parking lot Aisle J,California,Alameda,Oakland,"San Francisco-Oakland-Hayward, CA",2022/10/18
-121.903019,37.701222,"06","001","0015",88101,3,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,239,65,N,239,365,0,0,0,0,Certification not required,0,7.206695,3.80437,23.4,2022/01/13 00:00:00+00,21.3,2022/08/15 00:00:00+00,19.5,2022/01/16 00:00:00+00,18.4,2022/02/04 00:00:00+00,,,,,19.5,18.2,14.9,12.8,8.9,6.3,3.2,Pleasanton - Owens Ct,Owens Ct.,California,Alameda,Pleasanton,"San Francisco-Oakland-Hayward, CA",2022/10/18
-121.84047,39.76168,"06","007","0008",88101,3,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,169,46,N,169,365,0,0,0,0,Certification not required,0,5.805917,5.183866,24.9,2022/01/01 00:00:00+00,22.4,2022/01/13 00:00:00+00,21.4,2022/01/12 00:00:00+00,21.4,2022/01/18 00:00:00+00,,,,,22.4,21.4,18.4,13.7,7.2,3.9,1.3,Chico-East Avenue,"984 East Avenue, Chico",California,Butte,Chico,"Chico, CA",2022/10/13
-120.680277,38.20185,"06","009","0001",88101,3,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,171,47,N,171,365,0,0,0,0,Certification not required,0,5.964912,3.898649,19.1,2022/01/14 00:00:00+00,16.6,2022/01/22 00:00:00+00,16.4,2022/01/18 00:00:00+00,16.1,2022/02/03 00:00:00+00,,,,,16.6,16.1,14.5,12.3,7.4,4.8,2.2,San Andreas-Gold Strike Road,"501 GOLD STRIKE ROAD, SAN ANDREAS",California,Calaveras,San Andreas,,2022/10/14
-122.281803,39.021221,"06","011","0007",88101,1,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),Events Included,42,12,N,42,365,0,0,0,0,Certification not required,0,10.75,1.486566,15.3,2022/01/13 00:00:00+00,13.7,2022/03/01 00:00:00+00,13.2,2022/01/18 00:00:00+00,12.7,2022/03/02 00:00:00+00,,,,,15.3,15.3,13.2,12.6,11.4,10.7,9.1,Cortina Indian Rancheria,"CORTINA INDIAN RANCHERIA, SPRING VALLEY RD, WILLIAMS",California,Colusa,Cortina Indian Rancheria,,2022/03/17
-121.99887,39.18919,"06","011","1002",88101,3,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,179,49,N,179,365,0,0,0,0,Certification not required,0,6.422346,4.729058,25.2,2022/01/20 00:00:00+00,24.3,2022/01/28 00:00:00+00,22.1,2022/01/24 00:00:00+00,20.4,2022/02/04 00:00:00+00,,,,,24.3,20.4,16.1,14,8.4,4.8,2.1,Colusa-Sunrise Blvd,"100 SUNRISE BLVD., COLUSA",California,Colusa,Colusa,,2022/10/13
-122.026154,37.936013,"06","013","0002",88101,3,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,231,63,N,231,365,0,0,0,0,Certification not required,0,6.654978,3.786424,22.1,2022/01/16 00:00:00+00,18.9,2022/02/04 00:00:00+00,18.7,2022/01/23 00:00:00+00,18.5,2022/01/12 00:00:00+00,,,,,18.7,16.5,14,12.2,8.4,5.9,2.6,Concord,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,"San Francisco-Oakland-Hayward, CA",2022/10/18
-122.356811,37.9604,"06","013","1004",88101,3,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,232,64,N,232,365,0,0,0,0,Certification not required,0,9.093103,3.927927,23.1,2022/01/12 00:00:00+00,20.9,2022/01/13 00:00:00+00,20.8,2022/05/21 00:00:00+00,20.4,2022/08/28 00:00:00+00,,,,,20.8,19.1,16.4,14.4,11.2,8.5,4.6,San Pablo,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,"San Francisco-Oakland-Hayward, CA",2022/10/18
-119.77321,36.78538,"06","019","0011",88101,2,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2022,Micrograms/cubic meter (LC),Events Included,55,43,N,53,122,55,7,4,4,Certification not required,0,12.552727,11.562245,53.3,2022/01/14 00:00:00+00,41.4,2022/01/20 00:00:00+00,39.2,2022/01/17 00:00:00+00,38.6,2022/01/23 00:00:00+00,,,,,53.3,41.4,39.2,33.5,11.7,7.7,4.9,Fresno - Garland,"3727 N FIRST ST, FRESNO",California,Fresno,Fresno,"Fresno, CA",2022/10/06
-119.77321,36.78538,"06","019","0011",88101,3,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,111,30,N,111,365,0,0,3,3,Certification not required,0,13.187387,9.554886,43.2,2022/01/01 00:00:00+00,37.5,2022/01/22 00:00:00+00,37,2022/01/21 00:00:00+00,33.3,2022/02/02 00:00:00+00,,,,,37.5,37,32.5,27,20.1,9.5,3,Fresno - Garland,"3727 N FIRST ST, FRESNO",California,Fresno,Fresno,"Fresno, CA",2022/11/09
-119.658339,36.985119,"06","019","0500",88101,1,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),Events Included,219,60,N,219,365,0,0,0,0,Certification not required,0,6.570776,4.63152,30.5,2022/01/14 00:00:00+00,26.6,2022/01/20 00:00:00+00,25.2,2022/01/21 00:00:00+00,24.1,2022/02/02 00:00:00+00,,,,,25.2,22.8,17.1,10.7,7.8,5.4,2.5,Table Mountain Air Monitoring Site,Milerton Road and Winchell Cove Road,California,Fresno,,"Fresno, CA",2022/09/12
-120.382331,36.634225,"06","019","2009",88101,3,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,90,25,N,90,365,0,0,0,0,Certification not required,0,8.953333,6.906115,33.1,2022/01/17 00:00:00+00,29.3,2022/01/13 00:00:00+00,27.2,2022/01/16 00:00:00+00,24.6,2022/01/18 00:00:00+00,,,,,33.1,29.3,24.2,17.2,13.4,6.3,2.5,Tranquillity,32650 West Adams Avenue Tranquillity CA 93668,California,Fresno,,"Fresno, CA",2022/10/16
-119.7775,36.710833,"06","019","2016",88101,3,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,180,49,N,180,365,0,0,14,14,Certification not required,0,14.914444,11.284295,46.6,2022/01/13 00:00:00+00,46.2,2022/01/21 00:00:00+00,46.1,2022/01/14 00:00:00+00,39.8,2022/01/22 00:00:00+00,,,,,46.2,39.8,37.8,33.5,22.3,10.4,4.5,Fresno-Foundry,2482 Foundry Park Ave,California,Fresno,Fresno,"Fresno, CA",2022/10/20
-119.716433,36.819449,"06","019","5001",88101,3,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,114,31,N,114,365,0,0,4,4,Certification not required,0,13.605263,9.117219,41.9,2022/01/14 00:00:00+00,40.3,2022/01/16 00:00:00+00,35.9,2022/01/15 00:00:00+00,35.5,2022/01/20 00:00:00+00,,,,,40.3,35.9,33.2,26.8,17.8,12.1,4,Clovis-Villa,"908 N VILLA AVE, CLOVIS",California,Fresno,Clovis,"Fresno, CA",2022/11/09
-119.733,36.72639,"06","019","5025",88101,3,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,Multiple Methods Used,2022,Micrograms/cubic meter (LC),No Events,82,22,N,82,365,0,0,7,7,Certification not required,0,18.728049,10.886681,44.5,2022/01/21 00:00:00+00,43.1,2022/01/14 00:00:00+00,42.4,2022/01/13 00:00:00+00,42.1,2022/01/16 00:00:00+00,,,,,44.5,43.1,39.8,32.9,25.9,17.8,6.3,Fresno-Pacific,"1716 WINERY, FRESNO CA 93726",California,Fresno,Fresno,"Fresno, CA",2022/04/18
-124.17949,40.77678,"06","023","1004",88101,1,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric,2022,Micrograms/cubic meter (LC),No Events,58,48,N,58,122,0,4,0,0,Certification not required,0,6.855172,3.400164,20,2022/02/10 00:00:00+00,15,2022/01/11 00:00:00+00,13,2022/01/29 00:00:00+00,12.7,2022/06/22 00:00:00+00,,,,,20,15,13,11.7,7.9,6.5,2.9,Jacobs,717 SOUTH AVENUE,California,Humboldt,Eureka,"Eureka-Arcata-Fortuna, CA",2022/08/25
-115.48307,32.67618,"06","025","0005",88101,2,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric,2022,Micrograms/cubic meter (LC),No Events,18,58,N,18,31,0,0,1,1,Certification not required,0,10.811111,7.440184,37.2,2022/01/17 00:00:00+00,16.7,2022/03/18 00:00:00+00,15.3,2022/04/11 00:00:00+00,13.1,2022/01/05 00:00:00+00,,,,,37.2,37.2,37.2,16.7,12.4,9,4.9,Calexico-Ethel Street,"1029 ETHEL ST, CALEXICO HIGH SCHOOL",California,Imperial,Calexico,"El Centro, CA",2022/10/06
-115.48307,32.67618,"06","025","0005",88101,3,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,86,24,N,86,365,0,0,2,2,Certification not required,0,11.795349,7.978263,41.9,2022/01/17 00:00:00+00,40.7,2022/01/31 00:00:00+00,30.1,2022/01/21 00:00:00+00,29.8,2022/01/07 00:00:00+00,,,,,41.9,40.7,28.8,23.6,14.4,9.2,4.5,Calexico-Ethel Street,"1029 ETHEL ST, CALEXICO HIGH SCHOOL",California,Imperial,Calexico,"El Centro, CA",2022/10/14
-115.53917,32.97833,"06","025","0007",88101,3,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,181,50,N,181,365,0,0,5,5,Certification not required,0,10.445856,7.939532,43.2,2022/02/15 00:00:00+00,41.5,2022/04/11 00:00:00+00,38.3,2022/06/17 00:00:00+00,38,2022/06/18 00:00:00+00,,,,,41.5,38,29.2,19.7,12.3,8.6,3.8,Brawley-220 Main Street,"220 MAIN ST., STE 204, BRAWLEY",California,Imperial,Brawley,"El Centro, CA",2022/09/01
-116.015997,33.379078,"06","025","0010",88101,1,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),Events Included,235,64,N,235,365,0,0,2,2,Certification not required,0,9.775745,7.227621,70,2022/05/29 00:00:00+00,43.5,2022/05/28 00:00:00+00,34.9,2022/05/20 00:00:00+00,34.8,2022/04/28 00:00:00+00,,,,,34.9,32.8,22.5,16.1,11.1,8.4,3.9,Torres Martinez Reservation,1000 Seaview Ave,California,Imperial,Salton Sea Beach,"El Centro, CA",2022/10/25
-115.56306,32.79222,"06","025","1003",88101,1,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2022,Micrograms/cubic meter (LC),No Events,5,4,N,5,122,0,0,0,0,Certification not required,0,8.7,7.55877,22.1,2022/01/08 00:00:00+00,6.3,2022/01/05 00:00:00+00,6.2,2022/01/14 00:00:00+00,5.1,2022/01/02 00:00:00+00,,,,,22.1,22.1,22.1,22.1,6.3,6.2,3.8,El Centro-9th Street,"150 9TH ST., EL CENTRO",California,Imperial,El Centro,"El Centro, CA",2022/01/28
-115.56306,32.79222,"06","025","1003",88101,3,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,181,50,N,181,365,0,0,0,0,Certification not required,0,8.896133,4.30655,27.4,2022/05/28 00:00:00+00,20.5,2022/03/19 00:00:00+00,19.8,2022/03/26 00:00:00+00,19.2,2022/01/08 00:00:00+00,,,,,20.5,19.2,16.3,14.5,11.8,9,4,El Centro-9th Street,"150 9TH ST., EL CENTRO",California,Imperial,El Centro,"El Centro, CA",2022/09/01
-118.330783,37.360684,"06","027","0002",88101,1,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,171,47,N,171,365,0,0,1,1,Certification not required,0,3.927485,3.688281,42.2,2022/05/20 00:00:00+00,17.8,2022/03/27 00:00:00+00,12.5,2022/03/28 00:00:00+00,10.3,2022/03/03 00:00:00+00,,,,,17.8,10.3,7.5,6.4,4.8,3.3,1.6,White Mountain Research Center - Owens Valley Lab,"WMRC/NCORE, 3000 E. LINE ST., BISHOP, CA. 93514",California,Inyo,,"Bishop, CA",2022/09/29
-118.330783,37.360684,"06","027","0002",88101,2,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2022,Micrograms/cubic meter (LC),No Events,28,46,N,28,61,0,2,0,0,Certification not required,0,3.107143,1.396803,6,2022/04/29 00:00:00+00,6,2022/06/16 00:00:00+00,5,2022/03/18 00:00:00+00,5,2022/05/23 00:00:00+00,,,,,6,6,6,5,4,3,2,White Mountain Research Center - Owens Valley Lab,"WMRC/NCORE, 3000 E. LINE ST., BISHOP, CA. 93514",California,Inyo,,"Bishop, CA",2022/09/23
-117.871036,36.487823,"06","027","1003",88101,1,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2022,Micrograms/cubic meter (LC),No Events,58,48,N,58,122,0,2,1,1,Certification not required,0,5.793103,7.023166,53,2022/05/20 00:00:00+00,15,2022/05/23 00:00:00+00,13,2022/02/16 00:00:00+00,12,2022/03/27 00:00:00+00,,,,,53,15,13,10,6,4,2,Keeler,"KEELER, 190 Cerro Gordo Road",California,Inyo,Keeler,"Bishop, CA",2022/09/23
-117.871036,36.487823,"06","027","1003",88101,3,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,176,48,N,176,365,0,0,1,1,Certification not required,0,6.278409,5.265412,44,2022/05/20 00:00:00+00,29.8,2022/02/17 00:00:00+00,28.2,2022/03/10 00:00:00+00,26.9,2022/04/11 00:00:00+00,,,,,29.8,26.9,14.2,11,7.2,5,2.5,Keeler,"KEELER, 190 Cerro Gordo Road",California,Inyo,Keeler,"Bishop, CA",2022/09/29
-118.049167,36.595556,"06","027","1018",88101,1,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),Events Included,241,66,N,241,365,0,0,1,1,Certification not required,0,5.489627,3.669823,37,2022/02/17 00:00:00+00,27.9,2022/05/20 00:00:00+00,25.5,2022/02/16 00:00:00+00,20.7,2022/09/09 00:00:00+00,,,,,25.5,16.1,9.9,8,6.3,4.8,2.9,Lone Pine Paiute-Shoshone Reservation,1101 E-SHA LANE,California,Inyo,Lone Pine,"Bishop, CA",2022/11/03
-118.417478,37.362137,"06","027","1023",88101,1,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),Events Included,260,71,N,260,365,0,0,3,3,Certification not required,0,8.254615,7.161848,48.7,2022/01/04 00:00:00+00,42.6,2022/01/03 00:00:00+00,37.5,2022/01/13 00:00:00+00,32.8,2022/01/05 00:00:00+00,,,,,37.5,30.7,22.2,18.7,8.8,5.6,3.3,Bishop Tribe EMO,50 TU SU LANE,California,Inyo,Bishop,"Bishop, CA",2022/11/14
-118.293547,37.155494,"06","027","1033",88101,2,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),Events Included,117,32,N,117,365,0,0,0,0,Certification not required,0,3.647863,1.919707,14.8,2022/02/16 00:00:00+00,8,2022/04/28 00:00:00+00,7.9,2022/04/08 00:00:00+00,7.2,2022/04/07 00:00:00+00,,,,,8,7.9,6.9,6.2,4.7,3.1,1.8,Stn.1 Big Pine Paiute site,School St.,California,Inyo,Big Pine,"Bishop, CA",2022/10/25
-119.015009,35.385574,"06","029","0010",88101,3,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,65,18,N,65,365,0,0,4,4,Certification not required,0,16.135385,9.772289,48.7,2022/02/10 00:00:00+00,43.4,2022/02/11 00:00:00+00,42.4,2022/02/09 00:00:00+00,37,2022/02/08 00:00:00+00,,,,,48.7,43.4,37,27.8,20.6,13.5,6.4,Bakersfield-Golden / M St,"2820 M St., Bakersfield, CA 93301",California,Kern,Bakersfield,"Bakersfield, CA",2022/06/10
-119.015009,35.385574,"06","029","0010",88101,4,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,19,5,N,19,365,0,0,7,7,Certification not required,0,31.426316,12.230737,53.9,2022/01/14 00:00:00+00,48.9,2022/01/13 00:00:00+00,44.4,2022/01/12 00:00:00+00,44.1,2022/01/15 00:00:00+00,,,,,53.9,53.9,53.9,48.9,41,31.7,14.3,Bakersfield-Golden / M St,"2820 M St., Bakersfield, CA 93301",California,Kern,Bakersfield,"Bakersfield, CA",2022/06/10
-119.062613,35.356615,"06","029","0014",88101,1,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2022,Micrograms/cubic meter (LC),No Events,192,53,N,192,365,0,12,13,13,Certification not required,0,13.665104,10.824337,58.1,2022/01/21 00:00:00+00,50.8,2022/01/14 00:00:00+00,48.5,2022/01/13 00:00:00+00,48,2022/01/20 00:00:00+00,,,,,50.8,48,40,32.6,15.8,9.6,5.1,Bakersfield-California,"5558 California Ave., Bakersfield CA 93309",California,Kern,Bakersfield,"Bakersfield, CA",2022/10/06
-119.062613,35.356615,"06","029","0014",88101,2,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2022,Micrograms/cubic meter (LC),No Events,14,45,N,14,31,0,3,2,2,Certification not required,0,13.857143,13.548188,46.1,2022/01/05 00:00:00+00,42,2022/01/17 00:00:00+00,17.4,2022/02/12 00:00:00+00,17,2022/02/03 00:00:00+00,,,,,46.1,46.1,46.1,42,17,9.3,4.3,Bakersfield-California,"5558 California Ave., Bakersfield CA 93309",California,Kern,Bakersfield,"Bakersfield, CA",2022/10/06
-118.997627,35.324636,"06","029","0016",88101,1,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2022,Micrograms/cubic meter (LC),No Events,65,52,N,64,122,0,5,8,8,Certification not required,0,15.958462,12.52541,55.6,2022/01/17 00:00:00+00,50.2,2022/01/02 00:00:00+00,45.5,2022/07/04 00:00:00+00,43.3,2022/01/14 00:00:00+00,,,,,55.6,50.2,43.3,38.1,21,10.8,6.8,Bakersfield-Airport (Planz),"410 E. PLANZ RD. BAKERSFIELD, CA  93307",California,Kern,Bakersfield,"Bakersfield, CA",2022/10/06
-117.715066,35.642943,"06","029","0018",88101,1,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,181,50,N,181,365,0,0,0,0,Certification not required,0,4.109392,3.745408,32.3,2022/05/20 00:00:00+00,20.7,2022/04/11 00:00:00+00,14.3,2022/06/14 00:00:00+00,12.3,2022/05/03 00:00:00+00,,,,,20.7,12.3,9.7,8,5.5,3.5,0.7,Ridgecrest-Ward,"2051 Ward, Ridgecrest CA",California,Kern,Ridgecrest,"Bakersfield, CA",2022/09/29
-118.162833,35.046528,"06","029","0019",88101,3,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,116,32,N,116,365,0,0,0,0,Certification not required,0,4.192241,2.214739,10.9,2022/04/02 00:00:00+00,10.9,2022/04/27 00:00:00+00,10.7,2022/04/26 00:00:00+00,9.7,2022/04/28 00:00:00+00,,,,,10.9,10.7,8.7,7.2,5.4,3.9,1.5,Mojave - CA 58 Business,1773 CA-58 BUS,California,Kern,Mojave,"Bakersfield, CA",2022/11/08
-119.56565,36.102244,"06","031","0004",88101,8,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,181,50,N,181,365,0,0,10,10,Certification not required,0,13.938674,10.19583,43.5,2022/01/13 00:00:00+00,42.2,2022/02/11 00:00:00+00,40.6,2022/01/20 00:00:00+00,39.7,2022/02/12 00:00:00+00,,,,,42.2,39.7,35.5,31.2,18.5,9.7,4.8,Corcoran-Patterson,1520 PATTERSON AVE.,California,Kings,Corcoran,"Hanford-Corcoran, CA",2022/10/31
-119.643447,36.31567,"06","031","1004",88101,3,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,181,50,N,181,365,0,0,13,13,Certification not required,0,13.28453,11.812013,51.2,2022/01/13 00:00:00+00,44.2,2022/02/10 00:00:00+00,42.7,2022/02/09 00:00:00+00,41.2,2022/01/17 00:00:00+00,,,,,44.2,41.2,37.8,33.2,20.7,8.5,2.1,Hanford-Irwin,"807 SOUTH IRWIN ST., HANFORD",California,Kings,Hanford,"Hanford-Corcoran, CA",2022/10/31
-122.91333,39.01893,"06","033","3002",88101,1,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric,2022,Micrograms/cubic meter (LC),No Events,15,25,N,15,61,0,0,0,0,Certification not required,0,3.88,1.574892,8,2022/01/17 00:00:00+00,5.5,2022/01/11 00:00:00+00,5.2,2022/01/29 00:00:00+00,4.5,2022/02/04 00:00:00+00,,,,,8,8,8,5.5,4.5,3.8,2,Lakeport-S. Main Street,"2617 S. Main Street, Lakeport, CA 95453",California,Lake,Lakeport,"Clearlake, CA",2022/06/09
-117.92391,34.1365,"06","037","0002",88101,1,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,Multiple Methods Used,2022,Micrograms/cubic meter (LC),No Events,56,47,N,56,118,0,1,0,0,Certification not required,0,9.608929,4.624609,18.4,2022/02/01 00:00:00+00,17.7,2022/06/01 00:00:00+00,17.4,2022/04/02 00:00:00+00,17.1,2022/06/22 00:00:00+00,,,,,18.4,17.7,17.4,16.2,13.3,9,4,Azusa,"803 N. LOREN AVE., AZUSA",California,Los Angeles,Azusa,"Los Angeles-Long Beach-Anaheim, CA",2022/09/21
